,id,full_name,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
808,292,Brent Rosario,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,190.0,Average,Neutral,Somewhat satisfied
809,876,Melyssa Mayer,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,265.0,Clean,Somewhat safe,Very satisfied
810,2120,Regan Kelly,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,79.0,Somewhat clean,Somewhat safe,Somewhat satisfied
811,2764,Leah Barlow,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satisfied
812,787,Nathan Santos,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,850.0,Somewhat clean,Very safe,Neutral
813,2883,Uta Mckee,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Very safe,Somewhat satisfied
814,421,Lawrence Gallegos,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Very satisfied
815,2683,Matthew Edwards,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satisfied
816,2805,Xander Wilson,Tuesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,360.0,Somewhat clean,Somewhat safe,Very satisfied
817,2554,Kelly Pittman,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,93.0,Clean,Somewhat safe,Very satisfied
818,472,Brynne Pugh,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,91.0,Somewhat clean,Very safe,Somewhat satisfied
819,2535,Shea Collins,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satisfied
821,613,Hu Carver,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,140.0,Average,Neutral,Somewhat satisfied
822,2694,Stacey Coleman,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Clean,Somewhat safe,Very satisfied
823,808,Kaye Mcgowan,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,120.0,Clean,Very safe,Very satisfied
825,574,Vivien Cobb,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75.0,Clean,Very safe,Very satisfied
827,2984,Vaughan Harrison,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,225.0,Clean,Very safe,Somewhat satisfied
828,425,Porter Hudson,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,177.0,Somewhat clean,Somewhat safe,Somewhat satisfied
829,3160,Carl Conway,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,19.999999999999897,Clean,Very safe,Neutral
830,2514,Lyle Bradshaw,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,84.0,Somewhat clean,Very safe,Neutral
831,802,Hashim Walter,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,430.0,Somewhat clean,Very safe,Somewhat satisfied
832,695,Branden Larson,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satisfied
834,841,Idola Ball,Sunday,ALASKA,SEATTLE,West US,    Hub,Gates 50-59,2018-12-31,95.0000000000001,Average,Neutral,Neutral
835,2346,Camilla White,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,255.0,Somewhat clean,Somewhat safe,Very satisfied
836,1667,Rafael Lowery,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,195.0,Clean,Very safe,Somewhat satisfied
837,552,Victor Leon,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Very satisfied
838,2877,Yasir Lynch,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,89.9999999999999,Somewhat clean,Somewhat safe,Somewhat satisfied
839,1276,Dr. Emerson Woodard,Thursday,CHINA SOUTHERN,WUHAN,Asia,Medium     ,Gates 1-12,2018-12-31,225.0,Somewhat dirty,Somewhat safe,Somewhat satisfied
840,556,Dr. Astra Mcneil,Thursday,ALASKA,SEATTLE,West US,    Hub,Gates 50-59,2018-12-31,90.0,Somewhat clean,Neutral,Somewhat satisfied
841,2184,Dr. Shafira Marks,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,195.0,Clean,Somewhat safe,Somewhat satisfied
842,2991,Mr. Dominic Smith,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,122.0,Clean,Very safe,Very satisfied
843,501,Talon Holder,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satisfied
844,3206,Ivor Wise,Tuesday,UNITED,EUGENE,West US,    Small,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Very satisfied
846,2586,Carolyn Clay,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satisfied
847,1988,Jerome Ruiz,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satisfied
848,834,Todd Chase,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,95.0000000000001,Clean,Very safe,Somewhat satisfied
849,1921,Gray Noel,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,180.0,Clean,Very safe,Somewhat satisfied
850,870,Ann Sanchez,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satisfied
851,1931,Mr. Alec Heath,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,135.0,Somewhat clean,Very safe,Somewhat satisfied
852,3238,Heidi Terry,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,190.0,Clean,Very safe,Very satisfied
853,1862,Alana Velasquez,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,75.0000000000001,Somewhat clean,Very safe,Somewhat satisfied
854,1601,Mr. Jared York,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,210.0,Somewhat clean,Very safe,Neutral
855,521,Abbot Lester,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satisfied
856,2542,Dr. Fulton Turner,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,104.0,Average,Very safe,Neutral
857,2294,Dr. Maggie Cortez,Tuesday,UNITED,SAN ANTONIO,Midwest US,    Medium,Gates 70-90,2018-12-31,59.99999999999989,Clean,Very safe,Somewhat satisfied
858,818,Ramona Wade,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Very satisfied
860,2393,Dr. Lynn Thomas,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,335.0,Clean,Somewhat safe,Somewhat satisfied
862,1573,Aquila Graham,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satisfied
863,2633,Gareth Marks,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satisfied
864,496,Dolan Wolf,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,148.0,Clean,Very safe,Very satisfied
865,2043,Julie Coffey,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,90.0,Clean,Neutral,Somewhat satisfied
867,1687,Emerson Hatfield,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Clean,Very safe,Very satisfied
868,2528,Claire Rios,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,95.0,Somewhat clean,Very safe,Very satisfied
869,1879,Christian Doyle,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,95.0,Somewhat clean,Very safe,Very satisfied
870,2418,Haley Oliver,Tuesday,UNITED,HONOLULU,West US,Medium     ,Gates 70-90,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satisfied
871,10,Rigel Day,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,155.0,Average,Somewhat safe,Very satisfied
872,371,Clare Gould,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satisfied
873,688,Ms. Keiko Mcfarland,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Neutral,Somewhat satisfied
874,1930,Duncan Chandler,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,200.0,Somewhat clean,Somewhat safe,Somewhat satisfied
875,1010,Penelope Stark,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,185.0,Somewhat clean,Somewhat safe,Somewhat satisfied
876,3221,Kasper Shields,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,75.0,Clean,Very safe,Somewhat satisfied
877,2590,Dr. Rose Fleming,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied
878,1690,Miss Petra Mitchell,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,695.0,Clean,Very safe,Neutral
879,519,Ms. Regan Lynch,Thursday,EMIRATES,DUBAI,middle east,Hub     ,Gates 1-12,2018-12-31,285.0,Somewhat clean,Very safe,Somewhat satisfied
881,3001,Keane Bennett,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,268.0,Clean,Very safe,Very satisfied
882,1581,Nash Head,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,2018-12-31,115.0,Somewhat clean,Somewhat safe,Neutral
884,1465,Ainsley Riley,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,299.0,Clean,Neutral,Very satisfied
885,759,Kirestin Newton,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,1210.0,Clean,Very safe,Very satisfied
886,1994,Jakeem Hall,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,215.0,Somewhat clean,Very safe,Somewhat satisfied
887,3172,Reece Mitchell,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,105.0,Average,Somewhat safe,Neutral
888,2767,Wanda Walls,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satisfied
890,592,Barry Mccray,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117.0,Somewhat clean,Very safe,Somewhat satisfied
891,2298,Dr. Zahir Hardin,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Neutral,Neutral
892,1933,Graiden Cox,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,245.0,Clean,Very safe,Somewhat satisfied
893,1929,Miss Lara Green,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,185.0,Average,Somewhat safe,Neutral
894,1794,Felix Bell,Sunday,ALASKA,RALEIGH-DURHAM,EAST US,Medium     ,Gates 50-59,2018-12-31,145.0,Somewhat clean,Very safe,Somewhat satisfied
895,3256,Mr. Addison Day,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satisfied
897,2611,Tallulah Guzman,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satisfied
898,2416,Jocelyn Guzman,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,190.0,Somewhat clean,Neutral,Somewhat satisfied
899,3122,Ivory Miller,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,14.9999999999999,Clean,Somewhat safe,Very satisfied
900,2693,Mr. Eaton Vazquez,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,79.9999999999999,Average,Very safe,Somewhat satisfied
901,2121,Silas Clemons,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100.0,Somewhat clean,Somewhat safe,Very satisfied
902,3086,Quinn Barry,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,128.0,Somewhat clean,Very safe,Somewhat satisfied
904,1368,Orson Pratt,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,    Hub,Gates 91-102,2018-12-31,125.0,Clean,Neutral,Somewhat satisfied
905,1838,Constance Morse,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satisfied
906,2329,Ms. Vanna Rivera,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Somewhat safe,Neutral
907,2605,Miss Venus Lowe,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,130.0,Average,Somewhat safe,Somewhat satisfied
908,1829,Amethyst Nieves,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satisfied
910,1138,Miss Vivian Foreman,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,160.0,Clean,Somewhat safe,Very satisfied
911,2987,Miss Wendy Griffin,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Somewhat safe,Neutral
912,2602,Melodie Stuart,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,180.0,Average,Neutral,Somewhat unsatisfied
913,1784,Dominic Shannon,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,160.0,Somewhat clean,Somewhat safe,Very satisfied
914,2103,Quintessa Tillman,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,124.0,Somewhat clean,Very safe,Very satisfied
915,2872,Dr. Christine Nicholson,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,77.0,Somewhat clean,Very safe,Somewhat satisfied
916,2013,Regina Clements,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Neutral
917,2841,Colleen Harding,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satisfied
918,1883,Kaitlin Cochran,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Somewhat satisfied
919,1013,Molly Norton,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,185.0,Somewhat clean,Somewhat safe,Somewhat satisfied
920,500,Richard Lott,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,118.0,Clean,Somewhat safe,Somewhat satisfied
923,2790,Matthew Nguyen,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,205.0,Somewhat clean,Very safe,Neutral
924,2106,Dr. Laith Decker,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,289.0,Somewhat clean,Very safe,Somewhat satisfied
926,3275,Holly Austin,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,85.0000000000002,Average,Neutral,Somewhat satisfied
927,727,Jaden Gray,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215.0,Somewhat clean,Neutral,Somewhat satisfied
928,3237,Germaine Hurley,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,110.0,Somewhat clean,Neutral,Somewhat satisfied
929,837,Kyle Gay,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,    Hub,Gates 50-59,2018-12-31,90.00000000000021,Clean,Very safe,Very satisfied
930,2756,Zachery Diaz,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satisfied
931,408,Carolyn Hartman,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,475.0,Clean,Very safe,Very satisfied
932,2060,Miss Alana Grant,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,177.0,Clean,Very safe,Somewhat satisfied
933,413,Idola Acosta,Saturday,UNITED,PHOENIX,West US,    Hub,Gates 70-90,2018-12-31,115.0,Somewhat clean,Very unsafe,Very satisfied
934,1944,Dara English,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satisfied
935,2979,Miss Aurora Flores,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,75.0000000000001,Somewhat clean,Very safe,Somewhat satisfied
936,2539,Henry Sloan,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,75.0,Somewhat clean,Somewhat safe,Somewhat satisfied
937,3011,Jared Chase,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satisfied
939,1738,Xavier Castro,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,220.0,Average,Neutral,Neutral
940,2726,Holmes Fowler,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,270.0,Clean,Very safe,Somewhat satisfied
941,1375,Lucy Noel,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,105.0,Clean,Very safe,Very satisfied
942,1610,Kerry Tucker,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,125.0,Clean,Very safe,Somewhat satisfied
944,2955,Garrison Barrett,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Somewhat satisfied
945,1803,Stephanie Cannon,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,220.0,Somewhat clean,Somewhat safe,Somewhat satisfied
946,1231,Dr. Charlotte Savage,Thursday,ANA ALL NIPPON,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,200.0,Average,Somewhat safe,Somewhat satisfied
947,2256,Lane Clements,Saturday,UNITED,BAKERSFIELD,West US,Small,Gates 70-90,2018-12-31,193.0,Clean,Very safe,Somewhat satisfied
948,2310,Aimee Whitfield,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,100.0,Clean,Somewhat safe,Very satisfied
949,2701,Martena Neal,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Clean,Very safe,Very satisfied
950,429,Xandra Hartman,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,160.0,Average,Somewhat safe,Neutral
951,734,Meredith Gutierrez,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satisfied
952,1173,Mr. Kermit Deleon,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,125.0,Clean,Very safe,Very satisfied
953,324,Derek Terrell,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Somewhat clean,Very safe,Neutral
954,2381,Shaeleigh Mccarthy,Wednesday,UNITED INTL,BEIJING,Asia,    Hub,Gates 91-102,2018-12-31,195.0,Clean,Very safe,Very satisfied
955,1527,Burke Leon,Wednesday,ALASKA,LOS ANGELES,West US,Hub     ,Gates 40-48,2018-12-31,110.0,Average,Somewhat safe,Somewhat satisfied
956,273,Mr. Clinton Holmes,Thursday,UNITED,LOS ANGELES,West US,Hub,Gates 70-90,2018-12-31,130.0,Clean,Very safe,Somewhat satisfied
957,1239,Whoopi Tillman,Thursday,UNITED INTL,TOKYO-NARITA,Asia,    Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satisfied
958,825,Hamilton Gardner,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satisfied
959,807,Graiden Bridges,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Somewhat safe,Somewhat satisfied
960,1361,Sheila Robinson,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satisfied
961,2681,Cameron Barlow,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,110.0,Somewhat clean,Somewhat safe,Somewhat satisfied
962,1584,Kasimir Irwin,Wednesday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,125.0,Clean,Very safe,Somewhat satisfied
963,712,Ms. Lilah Chen,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Very satisfied
964,234,Judith Price,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satisfied
965,3150,Dane Barker,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,90.0,Clean,Somewhat safe,Very satisfied
966,2777,Micah Bullock,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,110.0,Clean,Very safe,Very satisfied
967,2451,Leonard Stevens,Friday,ALASKA,SALT LAKE CITY,West US,    Medium,Gates 1-12,2018-12-31,600.0,Somewhat clean,Very safe,Somewhat satisfied
968,1756,Ms. Beverly Hampton,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satisfied
970,2150,Devin Morrison,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,183.0,Somewhat clean,Somewhat safe,Somewhat satisfied
971,1197,Mr. Jordan Cooke,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub     ,Gates 20-39,2018-12-31,105.0,Average,Very safe,Somewhat satisfied
972,2347,Miss Ann Hale,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,125.0,Average,Very safe,Somewhat satisfied
973,440,Graiden Riddle,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,213.0,Somewhat clean,Very safe,Very satisfied
974,1439,Julian Stanley,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-01-01,419.0,Somewhat clean,Somewhat safe,Somewhat satisfied
975,730,Christine Carter,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,215.0,Clean,Neutral,Very satisfied
976,2747,Hasad Valentine,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,150.0,Somewhat clean,Very safe,Neutral
977,1304,Bevis Mcdowell,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,126.0,Somewhat clean,Very safe,Neutral
978,2249,Alec Davis,Saturday,UNITED,BAKERSFIELD,West US,Small     ,Gates 70-90,2018-12-31,148.0,Clean,Somewhat safe,Somewhat satisfied
979,700,Dr. Daniel Hood,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,215.0,Somewhat clean,Very safe,Neutral
980,2161,Ms. Britanney Schmidt,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Average,Somewhat safe,Neutral
981,3073,Wanda Jackson,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,335.0,Somewhat clean,Neutral,Somewhat satisfied
982,3224,Quyn Henderson,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Very satisfied
984,2749,Hammett Duncan,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,180.0,Somewhat clean,Very safe,Neutral
985,2063,Duncan Stark,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,117.0,Somewhat clean,Somewhat safe,Somewhat satisfied
986,2618,Jin Shannon,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Clean,Very safe,Very satisfied
987,1859,Fulton Meadows,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,175.0,Clean,Very safe,Somewhat satisfied
988,2465,Dr. Malik Hanson,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,101.0,Clean,Very safe,Somewhat satisfied
989,3267,Laith Espinoza,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,271.0,Clean,Neutral,Somewhat satisfied
990,2972,Dr. Jared Holman,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Neutral,Very satisfied
991,1899,Julie Davidson,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satisfied
992,2039,Dr. Jane Harrell,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,900.0,Average,Somewhat safe,Neutral
993,1153,Aphrodite Shannon,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,79.9999999999999,Clean,Very safe,Somewhat satisfied
994,1134,Jermaine Randall,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,120.0,Somewhat clean,Very safe,Neutral
